RoundNum,OppNum,Side,PD,TeamNum,Ballot_Result,TotalWins,TotalTies,TotalLosses,TotalBallots,TotalCS,TotalOCS,TotalPD,Rank,TeamName,OppName,EarnedBid,EarnedHonorableMention,WonSPAMTA,SPAMTAHonorableMention,SPAMTARanks,Student0,Role0,Ranks0,Side0,Student1,Role1,Ranks1,Side1,Student2,Role2,Ranks2,Side2,Student3,Role3,Ranks3,Side3,name,host,location,start_date,end_date,level,year,amta_rep_0,amta_rep_1,tab_note_0,tab_note_1
2,1402,Π,-11,1732,Loss,4,1,3,4.5,19.0,80.5,80,2,Florida State University D 11/18/2019,Florida State University D 11/18/2019,False,False,False,False,,Anne Tumlin ,Witness,17,∏,Payton Barrow University of North Alabam,Attorney,19,∏,,,,,,,,,2nd Annual Swamp Invitational Sponsored by Phelps Dunbar,University of Florida,"Gainesville, Florida","January 18, 2020","January 19, 2020",invitationals,2020,Laura Sjoberg,Will Warihay,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Heads - Right Side is Defense
3,1403,Δ,-2,1732,Loss,4,1,3,4.5,19.0,80.5,80,2,Florida State University D 11/18/2019,Florida State University D 11/18/2019,False,False,False,False,,Anne Tumlin ,Witness,17,∏,Payton Barrow University of North Alabam,Attorney,19,∏,,,,,,,,,2nd Annual Swamp Invitational Sponsored by Phelps Dunbar,University of Florida,"Gainesville, Florida","January 18, 2020","January 19, 2020",invitationals,2020,Laura Sjoberg,Will Warihay,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Heads - Right Side is Defense
3,1403,Δ,-1,1732,Loss,4,1,3,4.5,19.0,80.5,80,2,Florida State University D 11/18/2019,Florida State University D 11/18/2019,False,False,False,False,,Anne Tumlin ,Witness,17,∏,Payton Barrow University of North Alabam,Attorney,19,∏,,,,,,,,,2nd Annual Swamp Invitational Sponsored by Phelps Dunbar,University of Florida,"Gainesville, Florida","January 18, 2020","January 19, 2020",invitationals,2020,Laura Sjoberg,Will Warihay,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Heads - Right Side is Defense
4,1152,Π,0,1732,Tie,4,1,3,4.5,19.0,80.5,80,2,Florida State University D 11/18/2019,Florida State University D 11/18/2019,False,False,False,False,,Anne Tumlin ,Witness,17,∏,Payton Barrow University of North Alabam,Attorney,19,∏,,,,,,,,,2nd Annual Swamp Invitational Sponsored by Phelps Dunbar,University of Florida,"Gainesville, Florida","January 18, 2020","January 19, 2020",invitationals,2020,Laura Sjoberg,Will Warihay,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Heads - Right Side is Defense
4,1152,Π,10,1732,Win,4,1,3,4.5,19.0,80.5,80,2,Florida State University D 11/18/2019,Florida State University D 11/18/2019,False,False,False,False,,Anne Tumlin ,Witness,17,∏,Payton Barrow University of North Alabam,Attorney,19,∏,,,,,,,,,2nd Annual Swamp Invitational Sponsored by Phelps Dunbar,University of Florida,"Gainesville, Florida","January 18, 2020","January 19, 2020",invitationals,2020,Laura Sjoberg,Will Warihay,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Heads - Right Side is Defense
1,1053,Π,1,1999,Win,3,0,5,3.0,12.0,68.5,-25,30,Bye Bust Team,Bye Bust Team,False,False,False,False,,,,,,,,,,,,,,,,,,2nd Annual Swamp Invitational Sponsored by Phelps Dunbar,University of Florida,"Gainesville, Florida","January 18, 2020","January 19, 2020",invitationals,2020,Laura Sjoberg,Will Warihay,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Heads - Right Side is Defense
1,1053,Π,-8,1999,Loss,3,0,5,3.0,12.0,68.5,-25,30,Bye Bust Team,Bye Bust Team,False,False,False,False,,,,,,,,,,,,,,,,,,2nd Annual Swamp Invitational Sponsored by Phelps Dunbar,University of Florida,"Gainesville, Florida","January 18, 2020","January 19, 2020",invitationals,2020,Laura Sjoberg,Will Warihay,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Heads - Right Side is Defense
2,1104,Δ,10,1999,Win,3,0,5,3.0,12.0,68.5,-25,30,Bye Bust Team,Bye Bust Team,False,False,False,False,,,,,,,,,,,,,,,,,,2nd Annual Swamp Invitational Sponsored by Phelps Dunbar,University of Florida,"Gainesville, Florida","January 18, 2020","January 19, 2020",invitationals,2020,Laura Sjoberg,Will Warihay,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Heads - Right Side is Defense
2,1104,Δ,14,1999,Win,3,0,5,3.0,12.0,68.5,-25,30,Bye Bust Team,Bye Bust Team,False,False,False,False,,,,,,,,,,,,,,,,,,2nd Annual Swamp Invitational Sponsored by Phelps Dunbar,University of Florida,"Gainesville, Florida","January 18, 2020","January 19, 2020",invitationals,2020,Laura Sjoberg,Will Warihay,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Heads - Right Side is Defense
3,1052,Δ,-5,1999,Loss,3,0,5,3.0,12.0,68.5,-25,30,Bye Bust Team,Bye Bust Team,False,False,False,False,,,,,,,,,,,,,,,,,,2nd Annual Swamp Invitational Sponsored by Phelps Dunbar,University of Florida,"Gainesville, Florida","January 18, 2020","January 19, 2020",invitationals,2020,Laura Sjoberg,Will Warihay,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Heads - Right Side is Defense
3,1052,Δ,-13,1999,Loss,3,0,5,3.0,12.0,68.5,-25,30,Bye Bust Team,Bye Bust Team,False,False,False,False,,,,,,,,,,,,,,,,,,2nd Annual Swamp Invitational Sponsored by Phelps Dunbar,University of Florida,"Gainesville, Florida","January 18, 2020","January 19, 2020",invitationals,2020,Laura Sjoberg,Will Warihay,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Heads - Right Side is Defense
4,1238,Π,-14,1999,Loss,3,0,5,3.0,12.0,68.5,-25,30,Bye Bust Team,Bye Bust Team,False,False,False,False,,,,,,,,,,,,,,,,,,2nd Annual Swamp Invitational Sponsored by Phelps Dunbar,University of Florida,"Gainesville, Florida","January 18, 2020","January 19, 2020",invitationals,2020,Laura Sjoberg,Will Warihay,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Heads - Right Side is Defense
4,1238,Π,-10,1999,Loss,3,0,5,3.0,12.0,68.5,-25,30,Bye Bust Team,Bye Bust Team,False,False,False,False,,,,,,,,,,,,,,,,,,2nd Annual Swamp Invitational Sponsored by Phelps Dunbar,University of Florida,"Gainesville, Florida","January 18, 2020","January 19, 2020",invitationals,2020,Laura Sjoberg,Will Warihay,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Heads - Right Side is Defense
